poliza,Exposicion,NsinMatRC,CsinMatRC,condCarne,condScore,polAntiguedad,polTipoPago,geoComunidad,vehPotencia,vehValor,vehCombustible,vehUso,vehClase,vehPuertas,vehLong,samples
445539,0.10958904109589,0,0,39,1,4,Anual-Efectivo,Comunidad de Madrid,71,10407,Gasolina,Particular,BERLINA,3,2695,Modelling
445544,0.106849315068493,0,0,25,2,1,Anual-Efectivo,Comunidad de Madrid,165,29000,Gasolina,Particular,OTRO,5,4555,Validation
445544,1,0,0,26,2,1,Anual-Efectivo,Comunidad de Madrid,165,29000,Gasolina,Particular,OTRO,5,4555,Validation
445560,0.106849315068493,0,0,32,99,2,Semestral-Domiciliado,Comunidad de Madrid,102,29113.65,Diesel,Comercial,OTRO,4,4878,Modelling
445573,0.219178082191781,0,0,30,3,2,Anual-Efectivo,Comunidad de Madrid,90,9829,Gasolina,Particular,BERLINA,5,4081,Modelling
445573,0.780821917808219,0,0,31,3,2,Anual-Efectivo,Comunidad de Madrid,90,9829,Gasolina,Particular,BERLINA,5,4081,Validation
445583,0.10958904109589,0,0,23,1,1,Anual-Efectivo,Comunidad de Madrid,90,10341,Gasolina,Particular,BERLINA,5,4081,Modelling
445583,1,0,0,24,1,2,Anual-Efectivo,Comunidad de Madrid,90,10341,Gasolina,Particular,BERLINA,5,4081,Modelling
445590,1,0,0,8,1,1,Anual-Domiciliado,Cataluña,136,29433,Diesel,Particular,BERLINA,5,4299,Modelling
445599,0.361643835616438,1,1805.99,33,3,1,Anual-Domiciliado,Cataluña,136,30372.75,Diesel,Particular,OTRO,5,4393,Modelling
445599,0.638356164383562,0,0,33,3,1,Anual-Domiciliado,Cataluña,136,30372.75,Diesel,Particular,OTRO,5,4393,Modelling
445600,0.10958904109589,0,0,21,1,3,Anual-Domiciliado,Comunidad de Madrid,258,72838,Diesel,Particular,OTRO,5,4850,Modelling
445600,1,0,0,22,1,4,Anual-Domiciliado,Comunidad de Madrid,258,72838,Diesel,Particular,OTRO,5,4850,Validation
445604,0.10958904109589,0,0,10,1,1,Anual-Efectivo,Comunidad de Madrid,125,18850,Gasolina,Particular,OTRO,5,4017,Modelling
445604,1,0,0,11,1,2,Anual-Efectivo,Comunidad de Madrid,125,18850,Gasolina,Particular,OTRO,5,4017,Modelling
445610,0.10958904109589,0,0,21,99,4,Semestral-Domiciliado,Comunidad de Madrid,75,16854.57,Diesel,Comercial,OTRO,5,3959,Modelling
445633,0.605479452054795,0,0,18,1,2,Semestral-Domiciliado,Comunidad de Madrid,90,11964,Diesel,Particular,BERLINA,5,4089,Modelling
445633,0.394520547945205,0,0,19,1,2,Semestral-Domiciliado,Comunidad de Madrid,90,11964,Diesel,Particular,BERLINA,5,4089,Validation
445640,0.10958904109589,0,0,25,1,1,Anual-Efectivo,Comunidad de Madrid,90,17291,Gasolina,Particular,OTRO,5,4120,Validation
445640,1,0,0,26,1,2,Anual-Efectivo,Comunidad de Madrid,90,17291,Gasolina,Particular,OTRO,5,4120,Validation
445641,0.10958904109589,0,0,12,99,2,Semestral-Domiciliado,Castilla-La Mancha,150,28071,Diesel,Particular,FAMILIAR,5,4549,Modelling
445641,0.495890410958904,0,0,12,99,2,Semestral-Domiciliado,Castilla-La Mancha,150,28071,Diesel,Particular,FAMILIAR,5,4549,Modelling
445641,0.504109589041096,0,0,13,99,2,Semestral-Domiciliado,Castilla-La Mancha,150,28071,Diesel,Particular,FAMILIAR,5,4549,Modelling
445643,0.10958904109589,0,0,34,2,4,Anual-Efectivo,Comunidad de Madrid,170,39974.03,Diesel,Particular,BERLINA,4,4630,Validation
445643,1,1,623.96,35,2,5,Anual-Efectivo,Comunidad de Madrid,170,39974.03,Diesel,Particular,BERLINA,4,4630,Modelling
445659,0.10958904109589,0,0,6,99,1,Anual-Domiciliado,Comunidad de Madrid,95,20878,Diesel,Particular,OTRO,5,4017,Modelling
445669,0.10958904109589,0,0,22,99,4,Semestral-Domiciliado,Andalucía,85,14770,Gasolina,Particular,BERLINA,5,3999,Validation
445669,0.89041095890411,0,0,22,99,4,Semestral-Domiciliado,Andalucía,85,14770,Gasolina,Particular,BERLINA,5,3999,Validation
445673,0.112328767123288,0,0,23,1,1,Anual-Domiciliado,Comunidad de Madrid,262,79159.41,Diesel,Particular,OTRO,5,4855,Modelling
445673,1,0,0,24,1,1,Anual-Domiciliado,Comunidad de Madrid,262,79159.41,Diesel,Particular,OTRO,5,4855,Modelling
445683,1,0,0,37,2,4,Anual-Efectivo,Comunidad de Madrid,163,38183,Diesel,Particular,BERLINA,5,4530,Modelling
445691,0.10958904109589,0,0,35,2,2,Anual-Domiciliado,Comunidad de Madrid,90,14915.99,Diesel,Particular,OTRO,5,4315,Modelling
445691,1,0,0,36,2,2,Anual-Domiciliado,Comunidad de Madrid,90,14915.99,Diesel,Particular,OTRO,5,4315,Modelling
445716,0.117808219178082,0,0,33,1,3,Anual-Domiciliado,Comunidad de Madrid,71,15365.25,Gasolina,Particular,BERLINA,5,3495,Modelling
445716,0.882191780821918,0,0,33,1,3,Anual-Domiciliado,Comunidad de Madrid,71,15365.25,Gasolina,Particular,BERLINA,5,3495,Modelling
445729,0.117808219178082,0,0,12,1,1,Anual-Domiciliado,Comunidad de Madrid,75,15704,Diesel,Particular,BERLINA,5,3941,Modelling
445729,1,0,0,13,1,2,Anual-Domiciliado,Comunidad de Madrid,75,15704,Diesel,Particular,BERLINA,5,3941,Modelling
445730,0.117808219178082,0,0,35,2,1,Semestral-Domiciliado,Comunidad de Madrid,170,42721.16,Diesel,Particular,OTRO,5,4972,Modelling
445730,1,0,0,36,2,1,Semestral-Domiciliado,Comunidad de Madrid,170,42721.16,Diesel,Particular,OTRO,5,4972,Validation
445732,0.194520547945205,0,0,44,2,4,Anual-Domiciliado,Comunidad de Madrid,110,27578,Diesel,Particular,OTRO,5,4433,Modelling
445732,1,0,0,45,2,4,Anual-Domiciliado,Comunidad de Madrid,110,27578,Diesel,Particular,OTRO,5,4433,Modelling
445736,0.208219178082192,0,0,33,5,2,Anual-Efectivo,Comunidad de Madrid,115,20837,Gasolina,Particular,OTRO,5,4135,Modelling
445741,0.210958904109589,0,0,23,1,2,Anual-Domiciliado,Comunidad de Madrid,75,11406.25,Diesel,Particular,OTRO,5,4363,Modelling
445741,1,0,0,24,1,2,Anual-Domiciliado,Comunidad de Madrid,75,11406.25,Diesel,Particular,OTRO,5,4363,Modelling
445748,0.117808219178082,0,0,30,99,3,Anual-Domiciliado,Cataluña,112,25324,Diesel,Particular,BERLINA,4,4792,Modelling
445773,0.265753424657534,0,0,22,1,2,Anual-Domiciliado,Cataluña,136,24248,Diesel,Particular,BERLINA,5,4310,Modelling
445773,1,0,0,23,1,2,Anual-Domiciliado,Cataluña,136,24248,Diesel,Particular,BERLINA,5,4310,Modelling
445775,1,0,0,50,7,5,Anual-Efectivo,Comunidad de Madrid,525,176610.2,Gasolina,Particular,COUPE,2,5065,Modelling
445775,0.117808219178082,1,496.91,49,7,4,Anual-Efectivo,Comunidad de Madrid,525,176610.2,Gasolina,Particular,COUPE,2,5065,Modelling
445779,0.120547945205479,0,0,28,2,1,Anual-Efectivo,Andalucía,90,18029,Diesel,Particular,BERLINA,5,4300,Modelling
445797,0.120547945205479,0,0,52,99,1,Anual-Domiciliado,Comunidad de Madrid,100,23361.01,Diesel,Comercial,OTRO,5,4384,Modelling
445808,0.134246575342466,0,0,44,99,4,Anual-Efectivo,Comunidad de Madrid,130,32244,Diesel,Particular,OTRO,5,4380,Modelling
445808,1,0,0,45,99,4,Anual-Efectivo,Comunidad de Madrid,130,32244,Diesel,Particular,OTRO,5,4380,Modelling
445811,0.120547945205479,0,0,31,99,2,Anual-Efectivo,Comunidad de Madrid,100,17919,Gasolina,Particular,BERLINA,5,4300,Modelling
445822,1,0,0,15,99,1,Anual-Efectivo,Comunidad de Madrid,75,14431,Gasolina,Particular,BERLINA,5,4027,Validation
445838,0.123287671232877,0,0,35,6,2,Anual-Efectivo,Comunidad de Madrid,115,26260,Diesel,Particular,OTRO,5,4475,Modelling
445842,0.246575342465753,0,0,28,1,4,Anual-Domiciliado,Castilla-La Mancha,115,25964.12,Diesel,Particular,OTRO,5,4440,Validation
445842,0.753424657534247,0,0,28,1,4,Anual-Domiciliado,Castilla-La Mancha,115,25964.12,Diesel,Particular,OTRO,5,4440,Modelling
445846,0.123287671232877,0,0,42,1,2,Anual-Domiciliado,Comunidad de Madrid,110,21720.01,Gasolina,Particular,FAMILIAR,5,4549,Validation
445846,1,0,0,43,1,2,Anual-Domiciliado,Comunidad de Madrid,110,21720.01,Gasolina,Particular,FAMILIAR,5,4549,Modelling
445852,0.208219178082192,0,0,35,99,3,Semestral-Domiciliado,Comunidad de Madrid,75,8640,Gasolina,Particular,BERLINA,5,4057,Validation
445852,0.791780821917808,0,0,36,99,3,Semestral-Domiciliado,Comunidad de Madrid,75,8640,Gasolina,Particular,BERLINA,5,4057,Modelling
445858,0.120547945205479,0,0,35,2,1,Semestral-Domiciliado,Comunidad de Madrid,114,24939,Diesel,Particular,OTRO,5,4295,Modelling
445858,1,0,0,36,2,1,Semestral-Domiciliado,Comunidad de Madrid,114,24939,Diesel,Particular,OTRO,5,4295,Modelling
445873,0.120547945205479,0,0,8,3,2,Anual-Domiciliado,Comunidad de Madrid,150,31525.14,Diesel,Particular,BERLINA,4,4476,Modelling
445873,1,0,0,9,3,2,Anual-Domiciliado,Comunidad de Madrid,150,31525.14,Diesel,Particular,BERLINA,4,4476,Modelling
445874,0.120547945205479,0,0,2,4,3,Anual-Domiciliado,Comunidad de Madrid,69,15043,Gasolina,Particular,BERLINA,3,3571,Modelling
445877,0.120547945205479,0,0,26,2,1,Semestral-Domiciliado,Comunidad de Madrid,110,26658.68,Diesel,Particular,BERLINA,5,4255,Modelling
445877,0.495890410958904,0,0,26,2,1,Semestral-Domiciliado,Comunidad de Madrid,110,26658.68,Diesel,Particular,BERLINA,5,4255,Modelling
445877,0.504109589041096,0,0,27,2,2,Semestral-Domiciliado,Comunidad de Madrid,110,26658.68,Diesel,Particular,BERLINA,5,4255,Modelling
445880,0.120547945205479,0,0,9,99,4,Anual-Efectivo,Andalucía,122,29579.51,Gasolina,Particular,BERLINA,4,4430,Modelling
445881,0.616438356164384,0,0,9,99,3,Semestral-Domiciliado,Andalucía,70,14918,Diesel,Particular,BERLINA,5,3850,Modelling
445881,0.383561643835616,0,0,10,99,3,Semestral-Domiciliado,Andalucía,70,14918,Diesel,Particular,BERLINA,5,3850,Modelling
445882,1,0,0,13,2,4,Semestral-Domiciliado,Comunidad de Madrid,140,34146.01,Diesel,Particular,BERLINA,4,4769,Modelling
445887,0.126027397260274,0,0,20,2,1,Anual-Efectivo,Comunidad de Madrid,150,36227,Diesel,Particular,OTRO,5,4796,Modelling
445887,0.873972602739726,0,0,20,2,1,Anual-Efectivo,Comunidad de Madrid,150,36227,Diesel,Particular,OTRO,5,4796,Modelling
445908,0.189041095890411,0,0,35,3,2,Anual-Efectivo,Comunidad de Madrid,60,9646.48,Gasolina,Particular,BERLINA,5,3710,Modelling
445908,1,0,0,36,3,3,Anual-Efectivo,Comunidad de Madrid,60,9646.48,Gasolina,Particular,BERLINA,5,3710,Modelling
445909,0.123287671232877,0,0,11,99,2,Semestral-Domiciliado,Comunidad de Madrid,110,31930,Diesel,Particular,OTRO,5,4726,Modelling
445909,0.495890410958904,0,0,11,99,2,Semestral-Domiciliado,Comunidad de Madrid,110,31930,Diesel,Particular,OTRO,5,4726,Modelling
445911,0.126027397260274,0,0,16,1,1,Anual-Domiciliado,Comunidad de Madrid,100,23949,Diesel,Particular,OTRO,5,4384,Modelling
445911,1,0,0,17,1,2,Anual-Domiciliado,Comunidad de Madrid,100,23949,Diesel,Particular,OTRO,5,4384,Modelling
445920,0.123287671232877,0,0,41,1,1,Anual-Domiciliado,Comunidad de Madrid,110,20836.01,Gasolina,Particular,BERLINA,5,4253,Validation
445920,1,0,0,42,1,2,Anual-Domiciliado,Comunidad de Madrid,110,20836.01,Gasolina,Particular,BERLINA,5,4253,Modelling
445930,1,0,0,28,2,1,Anual-Efectivo,Comunidad Valenciana,75,12203,Diesel,Comercial,OTRO,4,4207,Validation
445932,1,0,0,28,2,1,Anual-Efectivo,Comunidad Valenciana,75,12733,Diesel,Comercial,OTRO,4,4207,Modelling
445935,1,0,0,28,2,1,Anual-Efectivo,Comunidad Valenciana,75,12079,Diesel,Comercial,OTRO,4,4207,Modelling
445937,1,0,0,28,2,1,Anual-Efectivo,Comunidad Valenciana,75,12476,Diesel,Comercial,OTRO,4,4207,Validation
445939,0.123287671232877,0,0,7,99,4,Anual-Efectivo,Andalucía,75,15567,Diesel,Particular,BERLINA,5,4062,Modelling
445940,1,0,0,28,2,1,Anual-Efectivo,Comunidad Valenciana,75,12853,Diesel,Comercial,OTRO,4,4207,Modelling
445944,1,0,0,28,2,1,Anual-Efectivo,Comunidad Valenciana,75,12881,Diesel,Comercial,OTRO,4,4207,Validation
445948,0.501369863013699,0,0,4,99,4,Anual-Efectivo,Comunidad de Madrid,125,19010,Gasolina,Particular,OTRO,5,4282,Modelling
445948,0.495890410958904,0,0,4,99,4,Anual-Efectivo,Comunidad de Madrid,125,19010,Gasolina,Particular,OTRO,5,4282,Modelling
445948,0.164383561643836,1,238.69,3,99,4,Anual-Efectivo,Comunidad de Madrid,125,19010,Gasolina,Particular,OTRO,5,4282,Modelling
445952,0.128767123287671,0,0,38,2,2,Anual-Domiciliado,Comunidad de Madrid,82,15836,Gasolina,Particular,BERLINA,5,3965,Modelling
445952,1,0,0,39,2,2,Anual-Domiciliado,Comunidad de Madrid,82,15836,Gasolina,Particular,BERLINA,5,3965,Modelling
445971,0.123287671232877,0,0,23,2,2,Anual-Efectivo,Comunidad de Madrid,90,16541.69,Gasolina,Particular,BERLINA,5,3970,Modelling
445971,1,0,0,24,2,2,Anual-Efectivo,Comunidad de Madrid,90,16541.69,Gasolina,Particular,BERLINA,5,3970,Modelling
445974,0.619178082191781,0,0,14,2,1,Semestral-Domiciliado,Comunidad de Madrid,143,33882,Diesel,Particular,BERLINA,4,4526,Validation
445974,0.380821917808219,0,0,14,2,1,Semestral-Domiciliado,Comunidad de Madrid,143,33882,Diesel,Particular,BERLINA,4,4526,Validation
445982,0.123287671232877,0,0,28,2,1,Anual-Domiciliado,Comunidad de Madrid,100,20747.98,Diesel,Comercial,OTRO,4,4380,Validation
445982,1,0,0,29,2,2,Anual-Domiciliado,Comunidad de Madrid,100,20747.98,Diesel,Comercial,OTRO,4,4380,Modelling
445986,0.50958904109589,0,0,38,1,1,Anual-Efectivo,Comunidad de Madrid,110,18723,Gasolina,Particular,OTRO,5,4159,Modelling
445986,0.621917808219178,0,0,39,1,2,Anual-Efectivo,Comunidad de Madrid,110,18723,Gasolina,Particular,OTRO,5,4159,Modelling
445995,0.123287671232877,0,0,37,1,2,Anual-Efectivo,Comunidad de Madrid,90,11540.88,Diesel,Comercial,OTRO,5,4363,Modelling
445995,1,0,0,38,1,2,Anual-Efectivo,Comunidad de Madrid,90,11540.88,Diesel,Comercial,OTRO,5,4363,Modelling
446007,0.126027397260274,0,0,23,2,1,Anual-Domiciliado,Comunidad de Madrid,75,18005,Diesel,Particular,BERLINA,5,4062,Modelling
446007,1,0,0,24,2,2,Anual-Domiciliado,Comunidad de Madrid,75,18005,Diesel,Particular,BERLINA,5,4062,Modelling
446009,0.66027397260274,0,0,10,3,1,Semestral-Domiciliado,Comunidad de Madrid,100,19354,Diesel,Comercial,OTRO,5,4418,Modelling
446009,0.33972602739726,0,0,11,3,1,Semestral-Domiciliado,Comunidad de Madrid,100,19354,Diesel,Comercial,OTRO,5,4418,Validation
446010,0.128767123287671,0,0,9,1,3,Anual-Domiciliado,Comunidad Valenciana,150,26124,Diesel,Particular,BERLINA,5,4460,Modelling
446010,1,1,663.68,10,1,4,Anual-Domiciliado,Comunidad Valenciana,150,26124,Diesel,Particular,BERLINA,5,4460,Modelling
446022,0.126027397260274,0,0,11,1,4,Anual-Domiciliado,Comunidad de Madrid,92,23708,Diesel,Comercial,OTRO,5,4380,Modelling
446022,1,0,0,12,1,4,Anual-Domiciliado,Comunidad de Madrid,92,23708,Diesel,Comercial,OTRO,5,4380,Validation
446023,0.126027397260274,0,0,22,3,4,Anual-Domiciliado,Comunidad de Madrid,90,15606,Gasolina,Particular,BERLINA,5,3970,Modelling
446023,1,0,0,23,3,4,Anual-Domiciliado,Comunidad de Madrid,90,15606,Gasolina,Particular,BERLINA,5,3970,Modelling
446025,0.128767123287671,0,0,9,1,1,Anual-Efectivo,Comunidad de Madrid,100,19718,Diesel,Particular,OTRO,5,4159,Modelling
446025,0.263013698630137,1,337.46,10,1,1,Anual-Efectivo,Comunidad de Madrid,100,19718,Diesel,Particular,OTRO,5,4159,Modelling
446025,0.736986301369863,0,0,10,1,2,Anual-Efectivo,Comunidad de Madrid,100,19718,Diesel,Particular,OTRO,5,4159,Modelling
446026,0.136986301369863,0,0,21,2,1,Anual-Domiciliado,Comunidad de Madrid,170,48115.01,Diesel,Particular,OTRO,5,4656,Modelling
446026,1,0,0,22,2,2,Anual-Domiciliado,Comunidad de Madrid,170,48115.01,Diesel,Particular,OTRO,5,4656,Modelling
446027,0.126027397260274,0,0,46,1,1,Anual-Domiciliado,Comunidad de Madrid,165,28331,Gasolina,Particular,OTRO,5,4555,Modelling
446027,1,0,0,47,1,2,Anual-Domiciliado,Comunidad de Madrid,165,28331,Gasolina,Particular,OTRO,5,4555,Modelling
446037,0.2,0,0,24,7,3,Anual-Domiciliado,Comunidad de Madrid,90,21961,Diesel,Comercial,OTRO,4,4628,Modelling
446037,1,0,0,25,7,4,Anual-Domiciliado,Comunidad de Madrid,90,21961,Diesel,Comercial,OTRO,4,4628,Validation
446048,0.128767123287671,0,0,46,2,1,Anual-Domiciliado,Comunidad de Madrid,90,12107.88,Diesel,Comercial,OTRO,5,4363,Modelling
446048,0.871232876712329,0,0,47,2,1,Anual-Domiciliado,Comunidad de Madrid,90,12107.88,Diesel,Comercial,OTRO,5,4363,Modelling
446052,0.126027397260274,0,0,27,2,4,Anual-Domiciliado,Comunidad de Madrid,75,20531.34,Diesel,Comercial,OTRO,5,4321,Validation
446052,0.756164383561644,0,0,28,2,4,Anual-Domiciliado,Comunidad de Madrid,75,20531.34,Diesel,Comercial,OTRO,5,4321,Modelling
446052,0.243835616438356,1,272.94,27,2,4,Anual-Domiciliado,Comunidad de Madrid,75,20531.34,Diesel,Comercial,OTRO,5,4321,Modelling
446062,0.126027397260274,0,0,37,2,2,Anual-Domiciliado,Comunidad de Madrid,110,21937,Diesel,Particular,BERLINA,5,4387,Modelling
446062,0.873972602739726,0,0,38,2,2,Anual-Domiciliado,Comunidad de Madrid,110,21937,Diesel,Particular,BERLINA,5,4387,Modelling
446063,0.126027397260274,0,0,23,99,1,Semestral-Efectivo,Comunidad de Madrid,90,20039,Diesel,Particular,FAMILIAR,5,4227,Modelling
446063,0.495890410958904,0,0,24,99,1,Semestral-Efectivo,Comunidad de Madrid,90,20039,Diesel,Particular,FAMILIAR,5,4227,Modelling
446065,0.621917808219178,0,0,14,1,1,Semestral-Domiciliado,Andalucía,150,29424,Diesel,Particular,BERLINA,5,4460,Modelling
446065,0.378082191780822,0,0,14,1,1,Semestral-Domiciliado,Andalucía,150,29424,Diesel,Particular,BERLINA,5,4460,Validation
446070,0.126027397260274,0,0,11,99,1,Anual-Efectivo,Comunidad de Madrid,130,26396,Gasolina,Particular,FAMILIAR,5,4585,Modelling
446070,1,0,0,12,99,2,Anual-Efectivo,Comunidad de Madrid,130,26396,Gasolina,Particular,FAMILIAR,5,4585,Modelling
446099,0.621917808219178,0,0,7,1,3,Semestral-Domiciliado,Comunidad de Madrid,82,19165,Gasolina,Particular,BERLINA,5,4157,Validation
446099,0.504109589041096,0,0,8,1,4,Semestral-Domiciliado,Comunidad de Madrid,82,19165,Gasolina,Particular,BERLINA,5,4157,Modelling
446101,0.126027397260274,0,0,43,1,1,Anual-Efectivo,Comunidad de Madrid,170,53582.01,Diesel,Particular,OTRO,5,4732,Modelling
446101,1,0,0,44,1,2,Anual-Efectivo,Comunidad de Madrid,170,53582.01,Diesel,Particular,OTRO,5,4732,Modelling
446112,0.126027397260274,0,0,35,1,1,Anual-Efectivo,Comunidad de Madrid,75,15679.01,Gasolina,Particular,BERLINA,5,3992,Modelling
446116,0.126027397260274,0,0,18,99,4,Semestral-Domiciliado,Andalucía,60,11903,Gasolina,Particular,BERLINA,3,3557,Modelling
446116,0.495890410958904,0,0,19,99,4,Semestral-Domiciliado,Andalucía,60,11903,Gasolina,Particular,BERLINA,3,3557,Modelling
446116,0.504109589041096,0,0,19,99,4,Semestral-Domiciliado,Andalucía,60,11903,Gasolina,Particular,BERLINA,3,3557,Validation
446123,0.0219178082191781,0,0,22,7,1,Anual-Efectivo,Comunidad de Madrid,75,16465,Diesel,Comercial,OTRO,5,4157,Validation
446123,0.106849315068493,0,0,22,7,1,Anual-Efectivo,Comunidad de Madrid,75,16465,Diesel,Comercial,OTRO,5,4157,Modelling
446129,0.624657534246575,0,0,35,2,3,Semestral-Domiciliado,Comunidad de Madrid,92,21539.24,Diesel,Comercial,OTRO,5,4380,Modelling
446129,0.504109589041096,0,0,36,2,4,Semestral-Domiciliado,Comunidad de Madrid,92,21539.24,Diesel,Comercial,OTRO,5,4380,Validation
446134,0.128767123287671,0,0,42,99,1,Semestral-Domiciliado,Comunidad de Madrid,75,10836,Gasolina,Particular,BERLINA,5,3675,Modelling
446134,0.495890410958904,0,0,42,99,1,Semestral-Domiciliado,Comunidad de Madrid,75,10836,Gasolina,Particular,BERLINA,5,3675,Validation
446134,0.504109589041096,0,0,43,99,2,Semestral-Domiciliado,Comunidad de Madrid,75,10836,Gasolina,Particular,BERLINA,5,3675,Modelling
446163,0.128767123287671,0,0,27,1,1,Anual-Efectivo,Comunidad de Madrid,110,16325,Diesel,Particular,OTRO,5,4316,Modelling
446163,1,0,0,28,1,2,Anual-Efectivo,Comunidad de Madrid,110,16325,Diesel,Particular,OTRO,5,4316,Validation
446168,0.131506849315068,0,0,31,1,3,Semestral-Domiciliado,Cataluña,105,22386,Diesel,Particular,OTRO,5,4282,Modelling
446168,0.868493150684932,0,0,31,1,3,Semestral-Domiciliado,Cataluña,105,22386,Diesel,Particular,OTRO,5,4282,Validation
446171,0.128767123287671,0,0,34,1,1,Anual-Domiciliado,Comunidad de Madrid,132,23691,Gasolina,Particular,OTRO,5,4480,Modelling
446171,1,1,615.13,35,1,2,Anual-Domiciliado,Comunidad de Madrid,132,23691,Gasolina,Particular,OTRO,5,4480,Modelling
446173,0.128767123287671,0,0,36,6,3,Semestral-Domiciliado,Comunidad de Madrid,90,15763,Gasolina,Particular,BERLINA,5,3970,Validation
446173,1,0,0,37,6,3,Semestral-Domiciliado,Comunidad de Madrid,90,15763,Gasolina,Particular,BERLINA,5,3970,Modelling
446175,0.128767123287671,0,0,30,99,1,Anual-Domiciliado,Castilla-La Mancha,99,16691,Diesel,Particular,BERLINA,4,4427,Modelling
446175,1,0,0,31,99,2,Anual-Domiciliado,Castilla-La Mancha,99,16691,Diesel,Particular,BERLINA,4,4427,Modelling
446181,0.624657534246575,0,0,14,2,3,Semestral-Domiciliado,Comunidad de Madrid,163,36627,Diesel,Particular,BERLINA,4,4841,Modelling
446181,1,0,0,15,2,4,Semestral-Domiciliado,Comunidad de Madrid,163,36627,Diesel,Particular,BERLINA,4,4841,Modelling
446193,0.36986301369863,0,0,30,1,3,Anual-Domiciliado,Comunidad de Madrid,112,25008.01,Diesel,Particular,OTRO,5,4097,Modelling
446193,0.758904109589041,0,0,31,1,4,Anual-Domiciliado,Comunidad de Madrid,112,25008.01,Diesel,Particular,OTRO,5,4097,Modelling
446196,1,0,0,28,3,1,Anual-Domiciliado,Comunidad de Madrid,69,14783.99,Gasolina,Particular,BERLINA,3,3571,Modelling
446200,0.128767123287671,0,0,43,3,1,Anual-Efectivo,Comunidad de Madrid,163,39961,Diesel,Particular,FAMILIAR,5,4710,Modelling
446200,0.871232876712329,0,0,44,3,1,Anual-Efectivo,Comunidad de Madrid,163,39961,Diesel,Particular,FAMILIAR,5,4710,Modelling
446204,0.583561643835617,0,0,2,6,4,Anual-Domiciliado,Comunidad de Madrid,75,8877,Gasolina,Particular,BERLINA,5,4057,Modelling
446204,0.545205479452055,1,300.67,1,6,4,Anual-Domiciliado,Comunidad de Madrid,75,8877,Gasolina,Particular,BERLINA,5,4057,Modelling
446209,0.128767123287671,0,0,8,1,4,Semestral-Domiciliado,Comunidad de Madrid,112,28158,Diesel,Particular,OTRO,5,4365,Validation
446209,1,0,0,9,1,4,Semestral-Domiciliado,Comunidad de Madrid,112,28158,Diesel,Particular,OTRO,5,4365,Modelling
446214,0.624657534246575,0,0,46,1,1,Semestral-Domiciliado,Comunidad de Madrid,116,31687.95,Diesel,Particular,OTRO,5,4486,Modelling
446214,1,0,0,47,1,2,Semestral-Domiciliado,Comunidad de Madrid,116,31687.95,Diesel,Particular,OTRO,5,4486,Modelling
446216,0.128767123287671,0,0,43,2,2,Semestral-Domiciliado,Comunidad de Madrid,90,16546,Gasolina,Particular,FAMILIAR,5,4236,Modelling
446216,1,0,0,44,2,2,Semestral-Domiciliado,Comunidad de Madrid,90,16546,Gasolina,Particular,FAMILIAR,5,4236,Modelling
446217,0.128767123287671,0,0,17,3,2,Semestral-Domiciliado,Andalucía,109,18496.53,Diesel,Particular,OTRO,5,4078,Modelling
446217,1,1,350.35,18,3,2,Semestral-Domiciliado,Andalucía,109,18496.53,Diesel,Particular,OTRO,5,4078,Modelling
446248,0.145205479452055,0,0,34,6,2,Anual-Efectivo,Comunidad de Madrid,120,19369,Gasolina,Particular,OTRO,5,4275,Validation
446248,1,0,0,35,6,2,Anual-Efectivo,Comunidad de Madrid,120,19369,Gasolina,Particular,OTRO,5,4275,Modelling
446252,0.136986301369863,0,0,3,6,3,Anual-Domiciliado,Comunidad de Madrid,68,16347.01,Diesel,Particular,BERLINA,5,3962,Modelling
446252,0.863013698630137,1,492.8,3,6,3,Anual-Domiciliado,Comunidad de Madrid,68,16347.01,Diesel,Particular,BERLINA,5,3962,Modelling
446259,0.136986301369863,0,0,24,1,4,Anual-Domiciliado,Andalucía,110,16883,Gasolina,Particular,BERLINA,5,4260,Modelling
446259,1,0,0,25,1,4,Anual-Domiciliado,Andalucía,110,16883,Gasolina,Particular,BERLINA,5,4260,Modelling
446262,0.136986301369863,0,0,33,99,2,Anual-Domiciliado,Comunidad de Madrid,100,21043,Diesel,Particular,OTRO,5,4159,Validation
446274,0.246575342465753,0,0,12,3,3,Anual-Efectivo,Comunidad de Madrid,75,16986.68,Diesel,Particular,BERLINA,3,3972,Modelling
446274,0.753424657534247,0,0,12,3,3,Anual-Efectivo,Comunidad de Madrid,75,16986.68,Diesel,Particular,BERLINA,3,3972,Modelling
446296,0.136986301369863,0,0,42,99,1,Anual-Efectivo,Comunidad de Madrid,150,32897.77,Gasolina,Particular,OTRO,5,4388,Modelling
446296,1,0,0,43,99,2,Anual-Efectivo,Comunidad de Madrid,150,32897.77,Gasolina,Particular,OTRO,5,4388,Modelling
446322,0.13972602739726,0,0,32,1,1,Anual-Domiciliado,Comunidad de Madrid,100,25380.99,Diesel,Particular,OTRO,5,4384,Modelling
446322,0.86027397260274,0,0,32,1,1,Anual-Domiciliado,Comunidad de Madrid,100,25380.99,Diesel,Particular,OTRO,5,4384,Validation
446324,0.136986301369863,0,0,38,1,1,Anual-Domiciliado,Andalucía,82,17367,Gasolina,Particular,OTRO,5,4159,Modelling
446324,1,0,0,39,1,2,Anual-Domiciliado,Andalucía,82,17367,Gasolina,Particular,OTRO,5,4159,Validation
