Identificador,Sexo,Edad,Carnet,Zona,AntiguedadVehiculo,SiniestroAnterior,PrimaMensualActual,AntiguedadCliente
415561,Female,28,1,Noreste,1,No,208.32,11
415562,Male,57,1,Centro,4,Sí,244.94,21
415563,Male,25,1,Suroeste,0,Sí,30,18
415564,Male,60,1,Noreste,6,Sí,235.2,2
415565,Female,23,1,Suroeste,0,No,229.58,18
415566,Male,34,1,Noreste,4,Sí,30,17
415567,Female,53,1,Suroeste,4,Sí,202.66,2
415568,Male,26,1,Norte,0,No,30,25
415569,Male,32,1,Centro,4,Sí,30,12
415570,Male,47,1,Centro,3,Sí,218.12,20
415571,Female,24,1,Noreste,1,No,264.45,10
415572,Male,28,1,Suroeste,1,Sí,170.39,24
415573,Male,24,1,Noreste,1,No,99.62,23
415574,Male,48,1,Centro,2,Sí,161.15,19
415575,Male,25,1,Noreste,1,Sí,315.51,25
415576,Female,23,1,Norte,1,No,245.03,18
415577,Female,23,1,Centro,1,Sí,212.94,4
415578,Male,25,1,Norte,1,No,225.01,5
415579,Female,31,1,Suroeste,4,Sí,30,12
415580,Female,25,1,Suroeste,1,No,189.28,15
415581,Male,47,1,Centro,4,Sí,271.75,2
415582,Male,20,1,Noreste,0,No,129.2,16
415583,Female,24,1,Noreste,0,Sí,198.91,15
415584,Female,24,1,Norte,1,No,30,24
415585,Male,27,1,Suroeste,0,No,146.56,16
415586,Male,61,1,Suroeste,4,No,175.49,19
415587,Male,46,1,Centro,2,Sí,215.11,22
415588,Male,25,1,Noreste,0,No,246.71,23
415589,Female,43,1,Suroeste,2,Sí,167.33,14
415590,Male,32,1,Noreste,1,No,211.22,12
415591,Male,57,1,Centro,9+,Sí,30,15
415592,Desconocido,Desconocido,1,Noreste,4,Sí,30,6
415593,Female,66,1,Centro,2,No,307.93,24
415594,Female,23,1,Suroeste,0,Sí,190,17
415595,Male,37,1,Centro,3,Sí,215.11,10
415596,Female,72,1,Suroeste,2,Sí,168.93,6
415597,Female,44,1,Suroeste,4,Sí,199.9,15
415598,Female,22,1,Noreste,0,No,30,24
415599,Female,22,1,Suroeste,1,No,204.98,5
415600,Male,30,1,Norte,4,No,30,19
415601,Male,21,1,Norte,1,Sí,196.85,17
415602,Male,42,1,Centro,3,Sí,30,2
415603,Female,57,1,Suroeste,2,No,140.94,16
415604,Female,22,1,Suroeste,2,Sí,251.5,15
415605,Desconocido,Desconocido,1,Noreste,1,No,148.93,13
415606,Female,33,1,Centro,1,No,266.47,7
415607,Desconocido,Desconocido,1,Centro,4,No,198.61,12
415608,Female,48,1,Centro,9+,Sí,320.63,14
415609,Female,30,1,Suroeste,0,No,134.13,15
415610,Female,56,1,Centro,3,Sí,30,9
415611,Desconocido,25,1,Norte,1,No,196.46,14
415612,Female,22,1,Suroeste,0,Sí,158.06,3
415613,Male,51,1,Centro,7,Sí,230.35,11
415614,Female,23,1,Suroeste,1,No,227.13,12
415615,Female,39,1,Noreste,3,No,30,3
415616,Male,22,1,Noreste,0,No,225.2,5
415617,Female,25,1,Noreste,1,No,227.98,3
415618,Female,54,1,Suroeste,2,No,293.05,2
415619,Female,26,1,Centro,1,No,166.54,10
415620,Male,56,1,Noreste,4,Sí,174.35,20
415621,Male,29,1,Suroeste,0,Sí,239.4,4
415622,Male,33,1,Noreste,0,No,30,8
415623,Male,48,1,Centro,2,Sí,245.94,18
415624,Female,24,1,Noreste,1,No,152.17,18
415625,Female,49,1,Centro,2,No,164.48,8
415626,Male,45,1,Noreste,4,No,266.82,17
415627,Female,36,1,Suroeste,2,Sí,179.33,2
415628,Male,61,1,Noreste,3,No,130.89,22
415629,Female,23,1,Noreste,1,No,180.08,23
415630,Male,23,1,Centro,1,Sí,274.12,11
415631,Female,25,1,Centro,1,No,185.83,23
415632,Male,26,1,Noreste,0,No,154.28,10
415633,Female,50,1,Suroeste,2,No,166.11,5
415634,Female,22,1,Noreste,0,No,147.9,13
415635,Female,43,1,Norte,2,Sí,30,24
415636,Female,27,1,Noreste,1,No,194.24,4
415637,Female,24,1,Centro,1,No,141.46,20
415638,Male,25,1,Norte,1,Sí,173.32,21
415639,Male,23,1,Suroeste,0,No,97.29,2
415640,Female,23,1,Noreste,4,No,30,4
415641,Female,74,1,Noreste,2,Sí,208.97,9
415642,Female,51,1,Norte,5,Sí,30,18
415643,Male,45,1,Centro,2,Sí,262.46,20
415644,Female,65,1,Noreste,2,Sí,148.22,17
415645,Female,23,1,Centro,1,Sí,72.99,7
415646,Female,22,1,Centro,0,No,154.21,21
415647,Desconocido,Desconocido,1,Norte,4,Sí,30,14
415648,Male,52,1,Centro,3,Sí,161.55,23
415649,Male,22,1,Suroeste,0,No,172.45,23
415650,Female,23,1,Norte,1,No,197.37,22
415651,Male,22,1,Norte,1,Sí,231.45,8
415652,Female,24,1,Centro,0,No,146.24,8
415653,Male,44,1,Noreste,2,No,30,14
415654,Desconocido,Desconocido,1,Suroeste,4,Sí,278.59,17
415655,Male,29,1,Centro,1,No,283.03,12
415656,Desconocido,Desconocido,1,Suroeste,4,No,236.51,15
415657,Female,25,1,Centro,1,Sí,154.35,20
415658,Male,22,1,Noreste,1,No,217.59,3
415659,Female,58,1,Norte,3,Sí,238.2,4
415660,Male,28,1,Suroeste,1,No,224.35,2
415661,Female,39,1,Suroeste,3,Sí,157.98,10
415662,Female,48,1,Centro,5,Sí,30,13
415663,Female,24,1,Centro,1,Sí,147.21,25
415664,Male,25,1,Norte,1,No,142.51,16
415665,Female,22,1,Suroeste,0,No,133.48,17
415666,Female,21,1,Centro,0,Sí,236.53,12
415667,Male,52,1,Suroeste,3,No,132.21,8
415668,Female,63,1,Centro,2,Sí,183.03,25
415669,Male,49,1,Centro,4,Sí,30,6
415670,Female,50,1,Noreste,4,Sí,254.94,16
415671,Male,26,1,Centro,1,No,214.61,15
415672,Male,31,1,Suroeste,0,No,206.07,12
415673,Male,58,1,Centro,3,No,210.32,10
415674,Male,56,1,Noreste,7,Sí,30,25
415675,Female,33,1,Noreste,0,Sí,287.87,12
415676,Male,52,1,Noreste,4,Sí,30,23
415677,Female,71,1,Centro,3,No,170.22,6
415678,Female,37,1,Centro,4,No,30,18
415679,Male,40,1,Noreste,2,No,155.67,9
415680,Male,29,1,Centro,0,Sí,213.29,9
415681,Male,58,1,Centro,3,Sí,252.97,3
415682,Female,21,1,Centro,1,Sí,208.75,18
415683,Female,49,1,Centro,4,Sí,366.3,13
415684,Male,45,1,Suroeste,4,Sí,332.72,10
415685,Male,48,1,Suroeste,4,Sí,30,6
415686,Male,47,1,Suroeste,4,No,310.09,13
415687,Male,50,1,Suroeste,3,No,187.88,24
415688,Male,78,1,Centro,2,Sí,129.26,20
415689,Male,25,1,Noreste,0,No,233.01,21
415690,Male,25,1,Suroeste,3,Sí,234.27,20
415691,Female,24,1,Suroeste,0,No,30,20
415692,Female,21,1,Norte,0,No,243.11,7
415693,Male,23,1,Norte,0,Sí,261.77,2
415694,Male,69,1,Norte,4,No,30,3
415695,Female,32,1,Noreste,0,No,128.63,12
415696,Female,70,1,Centro,3,No,231.16,1
415697,Desconocido,Desconocido,1,Centro,4,No,261.44,3
415698,Female,25,1,Suroeste,0,No,228.3,11
415699,Male,58,1,Noreste,3,Sí,249.46,8
415700,Female,41,1,Noreste,2,Sí,248.28,19
415701,Male,21,1,Norte,1,No,202.83,22
415702,Male,63,1,Noreste,3,No,390.81,8
415703,Female,23,1,Norte,1,No,164.51,14
415704,Female,24,1,Noreste,1,No,155.24,7
415705,Female,29,1,Suroeste,0,No,172.18,9
415706,Male,24,1,Suroeste,1,Sí,243.51,3
415707,Female,22,1,Noreste,0,No,310.31,14
415708,Female,24,1,Noreste,0,Sí,30,9
415709,Male,29,1,Noreste,0,No,122.61,13
415710,Female,45,1,Centro,3,Sí,30,23
415711,Female,21,1,Centro,0,No,114.74,13
415712,Female,43,1,Noreste,4,No,224.54,5
415713,Male,38,1,Noreste,4,Sí,211.2,4
415714,Female,44,1,Norte,2,No,30,10
415715,Male,22,1,Noreste,0,No,302.51,6
415716,Male,23,1,Suroeste,1,No,152.04,8
415717,Desconocido,Desconocido,1,Suroeste,4,Sí,220.3,20
415718,Female,24,1,Suroeste,0,No,122.84,4
415719,Male,47,1,Centro,4,Sí,355.19,19
415720,Male,44,1,Norte,2,Sí,30,25
415721,Male,60,1,Centro,2,Sí,213.61,21
415722,Female,21,1,Centro,1,Sí,236.48,7
415723,Female,37,1,Centro,8,Sí,308.98,4
415724,Female,22,1,Suroeste,0,No,147.42,19
415725,Desconocido,43,1,Norte,4,No,249.56,8
415726,Male,43,1,Centro,3,No,194.76,12
415727,Male,22,1,Centro,0,No,246.37,2
415728,Male,51,1,Centro,4,No,206.82,6
415729,Male,31,1,Centro,3,Sí,30,24
415730,Female,20,1,Centro,0,No,238.47,15
415731,Female,70,1,Centro,2,No,258.36,18
415732,Female,25,1,Noreste,1,Sí,365.69,5
415733,Male,26,1,Norte,0,No,158.47,18
415734,Male,21,1,Noreste,1,Sí,150.02,3
415735,Male,37,1,Centro,2,Sí,289.67,9
415736,Male,21,1,Noreste,1,No,187.78,18
415737,Female,21,1,Norte,0,No,126.12,17
415738,Female,40,1,Centro,2,Sí,251.93,12
415739,Female,68,1,Centro,4,No,253.34,12
415740,Male,23,1,Norte,0,Sí,202.39,18
415741,Female,24,1,Suroeste,1,No,206.56,18
415742,Female,45,1,Norte,3,Sí,229.18,18
415743,Male,26,1,Suroeste,0,No,141.8,24
415744,Male,57,1,Centro,2,Sí,126.08,22
415745,Male,61,1,Norte,3,Sí,30,3
415746,Female,46,1,Centro,3,Sí,214.35,7
415747,Female,67,1,Noreste,4,No,30,12
415748,Female,59,1,Centro,5,Sí,232.35,9
415749,Male,23,1,Suroeste,1,No,152.92,22
415750,Male,24,1,Centro,3,Sí,286.65,5
415751,Male,23,1,Noreste,0,No,320.03,25
415752,Male,45,1,Centro,2,Sí,271.72,23
415753,Female,32,1,Norte,0,Sí,190.84,19
415754,Female,38,1,Centro,4,No,208.52,23
415755,Female,26,1,Suroeste,0,No,168.13,13
415756,Male,27,1,Norte,0,Sí,160.04,3
415757,Female,23,1,Noreste,0,No,339.16,8
415758,Male,44,1,Noreste,4,No,185.57,8
415759,Male,65,1,Centro,3,Sí,390.93,6
415760,Desconocido,Desconocido,1,Centro,9+,Sí,302.92,14
415761,Female,25,1,Noreste,0,No,252.37,4
415762,Male,23,1,Suroeste,1,No,30,10
415763,Male,41,1,Norte,2,No,30,6
415764,Male,66,1,Noreste,3,Sí,30,9
415765,Male,59,1,Centro,2,No,235.12,23
415766,Male,61,1,Suroeste,4,No,227.34,5
415767,Female,23,1,Noreste,0,No,221.28,17
415768,Male,25,1,Centro,0,No,137.28,24
415769,Male,48,1,Centro,3,Sí,219.15,24
415770,Male,20,1,Centro,0,Sí,240.85,5
415771,Male,27,1,Norte,0,Sí,30,18
415772,Female,55,1,Suroeste,4,Sí,330.3,16
415773,Female,51,1,Norte,3,No,189.01,4
415774,Male,28,1,Suroeste,0,Sí,171.61,15
415775,Male,24,1,Suroeste,1,No,105.37,7
415776,Female,52,1,Norte,4,Sí,30,11
415777,Female,53,1,Centro,2,Sí,264.47,12
415778,Female,52,1,Centro,3,Sí,161.5,22
415779,Female,55,1,Suroeste,3,No,131.49,17
415780,Desconocido,64,1,Centro,9+,Sí,282.62,12
415781,Male,38,1,Centro,2,Sí,260.04,22
415782,Male,32,1,Centro,0,No,196.81,13
415783,Desconocido,Desconocido,1,Noreste,4,No,274.02,15
415784,Male,23,1,Suroeste,0,No,181.82,19
415785,Female,46,1,Norte,2,Sí,30,16
415786,Female,27,1,Noreste,0,No,30,12
415787,Female,24,1,Noreste,0,Sí,237.05,21
415788,Female,42,1,Norte,2,Sí,180.5,8
415789,Male,33,1,Suroeste,4,Sí,30,21
415790,Male,53,1,Centro,4,Sí,370.37,8
415791,Female,69,1,Noreste,4,No,252.28,3
415792,Male,78,1,Noreste,7,Sí,159.14,20
415793,Female,42,1,Centro,4,Sí,231.73,20
415794,Male,45,1,Centro,2,No,238.03,8
415795,Male,54,1,Centro,3,No,275.19,10
415796,Male,22,1,Noreste,1,No,250.5,12
415797,Female,26,1,Centro,2,Sí,124.82,15
415798,Female,25,1,Centro,1,No,136.3,11
415799,Male,61,1,Centro,3,Sí,272.64,8
415800,Desconocido,Desconocido,1,Norte,4,No,30,18
415801,Female,34,1,Centro,2,No,30,16
415802,Female,43,1,Centro,3,Sí,194.53,19
415803,Male,53,1,Suroeste,3,Sí,30,4
415804,Male,54,1,Suroeste,2,Sí,204.88,2
415805,Female,31,1,Noreste,4,No,236.4,22
415806,Female,20,1,Centro,0,Sí,206.02,10
415807,Female,73,1,Centro,8,Sí,159.65,22
415808,Female,46,1,Noreste,4,No,207.34,12
415809,Female,25,1,Suroeste,0,No,132.13,11
415810,Female,28,1,Centro,0,Sí,191.75,8
415811,Female,50,1,Noreste,2,No,277.59,8
415812,Female,29,1,Norte,0,No,251.1,17
415813,Male,53,1,Norte,3,Sí,201.96,10
415814,Male,70,1,Noreste,6,Sí,174.92,23
415815,Female,57,1,Centro,2,No,311.58,22
415816,Desconocido,Desconocido,1,Centro,4,Sí,244.08,5
415817,Male,21,1,Centro,1,No,30,14
415818,Male,21,1,Noreste,0,No,211.29,11
415819,Male,20,1,Suroeste,0,No,30,13
415820,Male,80,1,Norte,3,No,228.96,10
415821,Male,23,1,Suroeste,0,No,192.74,12
415822,Male,67,1,Centro,4,No,185.65,2
415823,Female,25,1,Suroeste,1,No,173.12,6
415824,Male,61,1,Norte,3,No,30,12
415825,Male,41,1,Norte,4,Sí,30,3
415826,Female,53,1,Suroeste,2,Sí,266.55,16
415827,Female,50,1,Suroeste,4,Sí,294.04,14
415828,Male,46,1,Centro,2,Sí,232.17,10
415829,Male,23,1,Centro,1,No,289.39,8
415830,Female,38,1,Centro,2,No,146.23,8
415831,Female,72,1,Centro,2,Sí,213.57,17
415832,Male,36,1,Centro,3,Sí,305.71,20
415833,Male,53,1,Centro,3,Sí,373.37,5
415834,Female,53,1,Noreste,4,Sí,190.72,24
415835,Female,21,1,Centro,1,No,191.89,10
415836,Female,26,1,Noreste,1,No,152.92,14
415837,Male,43,1,Centro,2,Sí,107.61,3
415838,Male,31,1,Suroeste,4,Sí,30,24
415839,Male,23,1,Suroeste,0,No,137.42,18
415840,Female,59,1,Centro,2,Sí,244.37,13
415841,Female,25,1,Centro,1,No,172.21,2
415842,Male,42,1,Noreste,2,Sí,222.91,7
415843,Male,45,1,Noreste,3,Sí,154.07,5
415844,Female,25,1,Centro,0,Sí,261.77,15
415845,Male,63,1,Noreste,2,No,139.12,1
415846,Male,34,1,Noreste,2,No,30,10
415847,Male,40,1,Centro,3,Sí,287.15,17
415848,Male,48,1,Centro,4,No,502.41,5
415849,Male,42,1,Norte,4,Sí,30,20
415850,Female,24,1,Suroeste,0,No,199.04,22
415851,Male,22,1,Centro,1,Sí,146.5,8
415852,Male,53,1,Centro,8,Sí,159.81,15
415853,Female,59,1,Norte,2,Sí,30,8
415854,Female,46,1,Centro,4,Sí,172.14,3
415855,Female,63,1,Norte,3,No,30,24
415856,Male,47,1,Noreste,2,Sí,30,10
415857,Male,45,1,Centro,2,Sí,146.51,10
415858,Female,74,1,Centro,3,No,136.07,22
415859,Female,22,1,Centro,1,No,156.2,14
415860,Male,55,1,Centro,3,Sí,148.56,15
415861,Female,21,1,Norte,1,Sí,247.73,9
415862,Female,44,1,Centro,2,No,264.63,8
415863,Female,42,1,Centro,4,No,187.79,24
415864,Male,53,1,Noreste,4,Sí,30,19
415865,Female,26,1,Suroeste,3,No,353.17,18
415866,Female,26,1,Suroeste,1,No,101.46,14
415867,Male,56,1,Centro,3,Sí,195.05,17
415868,Female,20,1,Centro,0,Sí,396.34,25
415869,Male,46,1,Suroeste,2,Sí,148.96,15
415870,Male,39,1,Centro,3,Sí,160.18,13
415871,Male,35,1,Noreste,2,No,254.59,4
415872,Male,21,1,Suroeste,0,No,30,16
415873,Female,75,1,Suroeste,4,No,177.44,20
415874,Male,75,1,Noreste,4,Sí,203.7,18
415875,Male,38,1,Norte,4,Sí,30,20
415876,Male,25,1,Centro,1,No,209.28,3
415877,Male,38,1,Centro,6,Sí,241.42,11
415878,Male,22,1,Centro,0,No,162.82,25
415879,Female,21,1,Centro,0,No,30,3
415880,Male,54,1,Centro,7,Sí,204.35,7
415881,Male,23,0,Suroeste,0,Sí,177.69,25
415882,Female,51,1,Noreste,4,No,214.59,6
415883,Male,24,1,Suroeste,1,Sí,236.11,6
415884,Male,51,1,Centro,2,Sí,233.91,3
415885,Male,21,1,Suroeste,0,No,125.45,15
415886,Male,41,1,Suroeste,4,Sí,208.87,8
415887,Male,38,1,Noreste,4,Sí,30,17
415888,Female,41,1,Suroeste,3,No,30,8
415889,Male,43,1,Centro,3,No,276.77,23
415890,Male,59,1,Noreste,2,Sí,268.92,20
415891,Male,33,1,Suroeste,2,No,132.63,4
415892,Male,38,1,Suroeste,3,No,114.07,7
415893,Female,50,1,Centro,2,Sí,265.24,19
415894,Male,70,1,Centro,2,Sí,361.81,7
415895,Female,36,1,Centro,8,Sí,243.74,20
415896,Male,39,1,Noreste,2,Sí,254.62,21
415897,Female,32,1,Suroeste,0,No,30,13
415898,Male,45,1,Suroeste,2,Sí,170.49,13
415899,Female,30,1,Norte,1,No,30,5
415900,Female,24,1,Noreste,1,No,241.08,20
415901,Female,49,1,Noreste,3,Sí,173.5,5
415902,Male,54,1,Centro,2,Sí,231.25,19
415903,Female,23,1,Centro,1,Sí,228.69,23
415904,Female,49,1,Centro,4,Sí,260.03,25
415905,Female,25,1,Noreste,0,No,282.96,8
415906,Female,42,1,Centro,4,Sí,296.11,15
415907,Male,71,1,Noreste,2,No,153.89,4
415908,Female,35,1,Suroeste,2,Sí,30,25
415909,Female,25,1,Suroeste,1,No,30,20
415910,Male,45,1,Centro,2,Sí,285.11,15
415911,Male,47,1,Noreste,4,No,30,6
415912,Male,53,1,Noreste,2,Sí,202.91,9
415913,Female,27,1,Suroeste,2,No,30,15
415914,Desconocido,44,1,Centro,4,Sí,257.17,10
415915,Female,67,1,Norte,3,Sí,30,23
415916,Female,36,1,Norte,3,No,30,20
415917,Male,27,1,Suroeste,2,No,154.11,25
415918,Male,23,1,Centro,1,No,159.93,25
415919,Female,45,1,Suroeste,2,Sí,314.34,3
415920,Desconocido,Desconocido,1,Norte,1,No,182.1,7
415921,Female,36,1,Suroeste,3,Sí,183.16,4
415922,Female,56,1,Norte,4,Sí,30,9
415923,Female,50,1,Noreste,3,No,266.09,10
415924,Male,22,1,Noreste,1,No,186.84,22
415925,Male,24,1,Noreste,0,No,235.65,15
415926,Male,54,1,Noreste,2,Sí,182.84,15
415927,Male,27,1,Centro,0,No,188.06,6
415928,Male,56,1,Centro,3,Sí,306.4,22
415929,Female,52,1,Suroeste,4,Sí,174.81,3
415930,Desconocido,Desconocido,1,Noreste,1,Sí,291.4,10
415931,Female,40,1,Noreste,3,No,166.72,10
415932,Female,23,1,Norte,1,Sí,218.24,2
415933,Female,27,1,Noreste,1,No,98.07,14
415934,Male,24,1,Noreste,0,No,204.66,21
415935,Male,45,1,Suroeste,4,Sí,200.22,9
415936,Male,24,1,Centro,0,Sí,248.23,12
415937,Male,23,1,Noreste,1,Sí,260.59,9
415938,Male,28,1,Norte,0,No,161.53,18
415939,Female,23,1,Suroeste,1,No,387.45,24
415940,Desconocido,Desconocido,1,Norte,4,Sí,247.61,16
415941,Female,65,1,Centro,2,Sí,198.25,3
415942,Male,23,1,Centro,0,No,302.97,24
415943,Male,68,1,Centro,2,No,149.77,25
415944,Female,23,1,Suroeste,0,No,185.29,16
415945,Male,23,1,Noreste,1,No,233.28,21
415946,Male,20,1,Noreste,0,No,275.19,20
415947,Female,25,1,Suroeste,0,No,172.24,3
415948,Male,24,1,Norte,0,Sí,235.83,17
415949,Male,62,1,Centro,4,Sí,257.16,12
415950,Male,28,1,Suroeste,4,Sí,124.48,7
415951,Female,59,1,Suroeste,3,No,30,7
415952,Male,23,1,Suroeste,1,No,208.25,11
415953,Female,40,1,Centro,4,Sí,291.62,20
415954,Female,22,1,Norte,1,No,30,22
415955,Male,44,1,Centro,3,Sí,196.06,7
415956,Male,58,1,Centro,4,Sí,202.6,5
415957,Male,46,1,Centro,3,No,311.13,15
415958,Female,64,1,Norte,2,Sí,208.4,7
415959,Female,30,1,Suroeste,1,No,253.09,25
415960,Male,39,1,Noreste,4,Sí,133.53,12
415961,Female,25,1,Suroeste,1,No,113.83,3
415962,Female,49,1,Centro,3,No,168.79,13
415963,Male,21,1,Suroeste,0,No,159.83,7
415964,Male,56,1,Centro,4,No,30,15
415965,Female,27,1,Centro,1,No,114.09,22
415966,Male,63,1,Centro,2,Sí,222.83,12
415967,Male,71,0,Centro,3,Sí,233.05,16
415968,Male,55,1,Noreste,4,Sí,382.72,4
415969,Female,59,1,Centro,4,No,274.5,21
415970,Male,62,1,Norte,2,Sí,30,20
415971,Male,47,1,Noreste,4,No,215.26,13
415972,Female,68,1,Suroeste,3,Sí,30,16
415973,Male,23,1,Noreste,0,No,169.44,9
415974,Male,22,1,Centro,0,Sí,215.04,5
415975,Male,51,1,Centro,4,Sí,242.61,20
415976,Male,24,1,Norte,1,No,144.8,20
415977,Male,45,1,Norte,3,Sí,30,12
415978,Female,29,1,Suroeste,1,No,196.74,12
415979,Male,21,1,Suroeste,1,No,149.05,16
415980,Female,65,1,Norte,2,Sí,30,14
415981,Desconocido,Desconocido,1,Suroeste,1,No,142.33,7
415982,Male,46,1,Centro,2,Sí,212.07,10
415983,Male,51,1,Norte,4,No,30,3
415984,Female,65,1,Noreste,4,No,30,9
415985,Female,43,1,Suroeste,4,Sí,193.72,20
415986,Female,64,1,Noreste,2,Sí,30,21
415987,Male,30,1,Noreste,2,Sí,30,23
415988,Male,39,1,Centro,3,Sí,184.87,3
415989,Male,43,1,Centro,2,No,250.64,10
415990,Male,41,1,Centro,2,Sí,243.74,17
415991,Female,38,1,Centro,2,Sí,30,2
415992,Male,51,1,Centro,3,No,403.13,16
415993,Male,71,1,Norte,4,No,311.36,19
415994,Female,64,1,Noreste,4,Sí,265.1,6
415995,Male,22,1,Noreste,0,No,306.19,13
415996,Female,26,1,Centro,0,No,213.12,13
415997,Male,47,1,Suroeste,2,Sí,30,5
415998,Male,71,1,Suroeste,4,Sí,178.05,15
415999,Male,22,1,Noreste,0,No,186.92,15
416000,Male,58,1,Centro,3,No,1081.23,9
416001,Male,41,1,Centro,4,Sí,228.48,8
416002,Female,24,1,Norte,1,No,190.57,15
416003,Male,60,1,Centro,3,Sí,335.93,6
416004,Female,22,1,Centro,0,Sí,30,16
416005,Female,58,1,Noreste,3,Sí,257.93,21
416006,Male,24,1,Centro,1,No,265.91,4
416007,Desconocido,30,1,Centro,4,Sí,208.74,13
416008,Male,35,1,Suroeste,3,No,30,13
416009,Desconocido,24,1,Suroeste,1,No,154.2,23
416010,Male,40,1,Norte,1,No,30,2
416011,Female,78,1,Noreste,4,No,253.38,5
416012,Male,63,1,Noreste,2,No,30,3
416013,Male,32,1,Suroeste,1,No,30,7
416014,Female,25,1,Suroeste,1,No,231.25,19
416015,Female,66,1,Centro,3,No,242.74,22
416016,Female,26,1,Centro,0,Sí,30,9
416017,Female,52,1,Centro,5,Sí,234.52,8
416018,Desconocido,Desconocido,1,Centro,4,Sí,173.19,6
416019,Male,28,1,Noreste,1,No,113.66,22
416020,Male,50,1,Suroeste,4,Sí,185.98,2
416021,Male,46,1,Centro,2,Sí,218.55,1
416022,Male,38,1,Noreste,4,Sí,198.92,23
416023,Male,44,1,Centro,4,Sí,227.52,18
416024,Female,43,1,Centro,4,No,188.67,1
416025,Female,44,1,Centro,5,Sí,233.55,25
416026,Male,43,1,Centro,2,Sí,182.78,14
416027,Female,25,1,Centro,0,Sí,178.69,10
416028,Female,46,1,Centro,4,No,216.25,21
416029,Male,25,1,Norte,1,Sí,194.39,22
416030,Male,23,1,Suroeste,1,No,163.98,3
416031,Male,38,1,Noreste,3,No,143.85,14
416032,Male,58,1,Noreste,2,Sí,310.38,6
416033,Female,45,1,Norte,8,Sí,30,19
416034,Male,52,1,Noreste,2,Sí,209.11,1
416035,Male,55,1,Norte,4,Sí,30,18
416036,Female,56,1,Suroeste,2,Sí,188.67,13
416037,Female,59,1,Suroeste,8,Sí,292.89,9
416038,Female,23,1,Suroeste,1,No,144.07,20
416039,Female,23,1,Norte,1,No,301.05,25
416040,Male,34,1,Suroeste,3,Sí,30,10
416041,Male,56,1,Noreste,2,Sí,174.34,21
416042,Desconocido,42,1,Centro,4,Sí,383.99,19
416043,Female,31,1,Norte,0,Sí,164.86,5
416044,Female,24,1,Norte,0,No,161.83,3
416045,Female,22,1,Centro,1,Sí,209.85,16
416046,Male,47,1,Centro,2,Sí,286.46,18
416047,Male,61,1,Centro,2,No,363.02,8
416048,Male,45,1,Centro,5,Sí,242.23,6
416049,Female,27,1,Centro,0,No,87.74,5
416050,Male,24,1,Noreste,0,No,30,24
416051,Female,65,1,Centro,9+,Sí,192.59,21
416052,Female,23,1,Suroeste,0,No,188.85,9
416053,Female,27,1,Norte,1,No,239.63,18
416054,Female,24,1,Noreste,0,No,166.23,17
416055,Male,21,1,Noreste,0,No,219.47,6
416056,Male,38,1,Centro,2,Sí,221.22,9
416057,Male,74,1,Centro,4,No,298.34,10
416058,Desconocido,Desconocido,1,Centro,4,Sí,217.54,2
416059,Male,67,1,Suroeste,4,Sí,30,3
416060,Male,63,1,Centro,7,Sí,193.19,7
416061,Female,31,1,Centro,1,No,303.62,18
416062,Female,32,1,Centro,0,Sí,201.56,18
416063,Male,31,1,Suroeste,3,No,159.16,18
416064,Male,59,1,Centro,3,Sí,159.95,16
416065,Male,40,1,Centro,3,Sí,184.45,25
416066,Male,61,1,Suroeste,4,No,233.8,16
416067,Male,56,0,Centro,2,No,359.21,6
416068,Female,64,1,Noreste,3,No,212.06,17
416069,Female,46,1,Noreste,4,Sí,296.9,6
416070,Male,50,1,Centro,2,No,206.67,4
416071,Desconocido,Desconocido,1,Noreste,4,Sí,319.69,14
416072,Female,30,1,Centro,0,No,274.38,7
416073,Female,28,1,Noreste,2,No,184.75,4
416074,Male,56,1,Norte,3,No,140.54,6
416075,Female,57,1,Centro,2,Sí,214.98,2
416076,Female,23,1,Norte,1,Sí,145.03,2
416077,Male,44,1,Norte,4,No,30,3
416078,Male,39,1,Noreste,2,Sí,124.41,15
416079,Male,64,1,Noreste,3,Sí,30,9
416080,Male,26,1,Suroeste,0,Sí,159.91,13
416081,Male,25,1,Noreste,1,No,675.92,12
416082,Female,44,1,Centro,3,Sí,261.86,10
416083,Male,24,1,Noreste,1,No,30,7
416084,Male,48,1,Centro,8,Sí,353.07,21
416085,Male,24,1,Noreste,0,Sí,138.3,5
416086,Desconocido,Desconocido,1,Noreste,4,Sí,319.32,16
416087,Male,46,1,Centro,3,Sí,289.74,13
416088,Male,62,1,Centro,4,Sí,237.61,6
416089,Female,22,1,Centro,0,Sí,316.69,15
416090,Female,24,1,Suroeste,0,No,152.36,20
416091,Female,27,1,Suroeste,0,Sí,30,6
416092,Female,26,1,Centro,0,No,184.78,20
416093,Male,21,1,Noreste,1,Sí,156.94,21
416094,Male,21,1,Suroeste,0,No,152.32,25
416095,Female,27,1,Suroeste,1,No,137.07,19
416096,Female,23,1,Suroeste,0,No,280.14,9
416097,Male,56,1,Noreste,2,Sí,266.26,8
416098,Female,24,1,Suroeste,0,No,202.78,5
416099,Female,26,1,Norte,1,Sí,264.3,14
416100,Male,28,1,Noreste,1,No,165.83,9
416101,Female,20,1,Centro,0,Sí,30,6
416102,Male,44,1,Norte,4,Sí,144.32,6
